"F_Id","F_EnCode","F_FullName","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId","F_LanguageTypeId","F_Language","F_SignKey"
"cab97a5e93af4e96befa851a2507d9c6","52ab143d574340f68819ac1b90da14ff","test",,"20200919111451039",,"19/9/2020 03:14:51","22736bf4-f2d5-4081-9fb4-ca43d6235f56",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","en-US","test"
"cd95999f79ab4594a16e3180a7367cfb","701b3463f6ae4dbaa9c71f6cf2d4e8c7","#",,"181225143936690",,"25/12/2018 14:39:07","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","en-US","home.user-feedback"
"cdb65a181ff6426fa60bd5b184654da4","25854e258fa641a287a89728b1b5e086","蒐索：導航菜單",,"181225150340903",,"25/12/2018 15:03:41","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.topnav-search-placeholder"
"d02615c47637469eb4a01dccaf22b034","5f315204e9ef47508752f89d362940e9","看不清？點擊換一張",,"181224174948493",,"24/12/2018 17:49:48","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-TW","login.form-img-title"
"d234050c7c764bd8b05943607abb6a3d","d0b4ca82f174417e9f856bb8a355462c","驗證碼",,"181224174805000",,"24/12/2018 17:48:05","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-TW","login.form-code"
"d3d8a78569eb4a16ab51f010a735676d","ab431de504664ff095f649313144fcdf","#",,"181225144411227",,"17/8/2020 01:26:51","14601962-ddc6-4e00-9524-8c332753ee96",,,,,,"63098e7544f14661b0c115d86ddcd8a3","en-US","home.tabs-closeAll"
"d56166b62c5946a684747f7158810fab","ab431de504664ff095f649313144fcdf","關閉所有",,"181225144411227",,"17/8/2020 01:26:51","14601962-ddc6-4e00-9524-8c332753ee96",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.tabs-closeAll"
"d66abb4901f94320bae97a995880d667","acb817e5720f49c0a3b254495859957d","欢迎首页",,"181225144210990",,"25/12/2018 14:42:11","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-CN","home.tabs-console"
"d7eca652582e4f0eba3f12279c13a0a1","bd5137d5f3d740358f3f074ea0b0f9c7","软件开发平台 - 登录页面",,"181224174035757",,"19/8/2020 15:57:24","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-CN","login.title"
"d8b2e48f471f4b5ebecce1500e22a807","5488f75dd8e94d11adaf53431ad247e8","展开导航",,"181225143642823",,"25/12/2018 14:36:43","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-CN","home.toggle-right7"
"dab46409c7f7408fb94051273287274f","3b06f54beb0740ccb26423d95642b6ff","忘記密碼",,"181224175157363",,"24/12/2018 17:51:57","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-TW","login.form-forgetPassword"
