"F_Id","F_ItemType","F_ItemId","F_ObjectType","F_ObjectId","F_SortCode","F_CreatorTime","F_CreatorUserId"
"68641009b2034f4bab3e1c4e61b17dde","resource","7bcac6af09c64830a89a3d54487a03f1","Role","94e3a9bb0fce4547886972998fddba1c","772","15/1/2021 15:34:45","admin"
"6883dcec3cdc43e6a88299314bc36541","column","a8a67a231b924cf88981b61359179d06","Role","94e3a9bb0fce4547886972998fddba1c","673","15/1/2021 15:34:45","admin"
"68c827c81a074dcf9124a948cdf0d70f","button","5a45f2ff9d0845b2b80bc11f7f7861cf","Role","d2b2418a2f664c61abf0053ff5d57783","192","20/1/2021 14:17:51","admin"
"68dfa25eba0e41ad9550247b943eb63f","module","d3bdb85240aa45a2ac9f6026dc515bde","Role","94e3a9bb0fce4547886972998fddba1c","340","15/1/2021 15:34:45","admin"
"68fa236cdb794491b151bcf1b78a8067","column","3684f4ff7dcb4bccb3c0357ef38cd961","Role","d2b2418a2f664c61abf0053ff5d57783","509","20/1/2021 14:17:51","admin"
"6904c9e258174a6baa63ca3feb2dbd1e","module","68960e1d00a04843b375afcceed9ad7e","Role","94e3a9bb0fce4547886972998fddba1c","406","15/1/2021 15:34:45","admin"
"6917f5fef6ec446d91d13aae4bbec71b","button","a70ee40357424e4c86c18b0ed3075ec7","Role","fed9a1995b0143d496ed36b7fbafbabb","37","13/1/2021 22:07:11","048657c1-ecb1-4e5d-aced-6126ceae779e"
"692ce94e5f5d4cab987e5b549f0c6455","button","e63f98cac65842009ae64f51cb946efb","Role","d2b2418a2f664c61abf0053ff5d57783","170","20/1/2021 14:17:51","admin"
"69336923e3e14520bd20298a96061ab2","column","85cd7bca426e49ce83a061bf461b1447","Role","fed9a1995b0143d496ed36b7fbafbabb","76","13/1/2021 22:07:11","048657c1-ecb1-4e5d-aced-6126ceae779e"
"693c17aca93d45c0972dcbcd6a07c085","module","BFA48A1E-2957-4B67-B432-C409DCA4FD29","Role","94e3a9bb0fce4547886972998fddba1c","409","15/1/2021 15:34:45","admin"
"69983d6cd71941bd840803fdc5d891af","column","f2af5abd3c5e4ab2b9a30dfea6475098","Role","d2b2418a2f664c61abf0053ff5d57783","452","20/1/2021 14:17:51","admin"
